ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
42,Pennsylvania,PA,42021,Cambria,42021,"Cambria County, Pennsylvania",687.509974551882,131611,68,66072,248,56933,591,28047,1334,3111,341,11692,667,7547,655,5234,541,29633,64,25312,6,23500,964,3020,321,185,114,10060,468,3766,423,3076,307,446,122,6288,578,6731,504,22.4,1.1,5.2,0.6,20.5,1.2,8.0,0.7,4.1,0.4,22.5,0.1,19.2,0.0,18.3,0.8,5.3,0.6,0.1,0.1,7.6,0.4,5.7,0.6,4.7,0.5,0.8,0.2,11.0,1.0,5.1,0.4,0.6212,0.5606,0.2576,0.2273,0.1364,1.8031,0.1818,0.8485,0.2576,0.8485,0.5909,0.0303,2.5758,0.5909,0.4394,0.4394,0.4394,0.697,0.2879,0.0909,0.9545,0.7424,2.7727,0.6818,7.591,0.4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,132512,18800,1235,4379,280,2212,4,595,131,29,23,43,28,2626,335,176,176,15.1,0.1,3.3,0.2,1.7,0.1,0.5,0.1,0.0,0.1,0.0,0.1,2.0,0.3,0.1,0.1
42,Pennsylvania,PA,42023,Cameron,42023,"Cameron County, Pennsylvania",396.233289838962,4512,0,4426,19,2334,118,1401,225,216,72,576,94,305,62,145,60,1234,7,732,31,904,113,190,72,0,44,246,125,117,44,636,84,27,25,224,62,78,25,31.3,5.0,10.2,3.2,24.7,3.8,8.7,1.8,3.2,1.3,27.3,0.2,16.2,0.7,20.2,2.5,8.1,3.1,0.0,1.0,5.5,2.8,2.6,1.0,14.4,1.9,1.2,1.1,9.6,2.6,1.7,0.6,0.9848,1.0,0.7424,0.3333,0.0152,3.0757,0.7576,0.9848,0.0455,0.9848,0.9848,0.0,2.9999,0.803,0.2424,0.2424,0.2424,0.197,0.9242,0.4091,0.8182,0.2576,2.6061,0.5455,8.9241,0.697,1,1,0,0,0,2,1,0,1,1,0,3,0,0,0,1,0,0,0,1,6,4151,855,138,4,8,38,58,11,21,7,7,0,11,186,108,0,0,19.3,0.1,0.1,0.2,0.8,1.3,0.2,0.5,0.2,0.2,0.0,0.6,4.1,2.4,0.0,0.6
42,Pennsylvania,PA,42025,Carbon,42025,"Carbon County, Pennsylvania",381.323481570278,63964,0,34817,104,26545,490,11856,1074,1652,255,6632,655,4879,609,2829,558,13398,97,12258,30,10781,726,1184,210,345,160,5858,495,1259,292,1424,301,409,156,1489,353,934,223,18.9,1.7,5.1,0.8,25.0,2.4,10.3,1.3,4.5,0.9,20.9,0.2,19.2,0.0,17.1,1.1,4.5,0.8,0.6,0.3,9.2,0.8,3.6,0.8,4.1,0.9,1.5,0.6,5.6,1.3,1.5,0.3,0.3636,0.5,0.7576,0.6515,0.2273,2.5,0.4545,0.5758,0.2576,0.7121,0.2879,0.5303,2.3637,0.4242,0.5455,0.5455,0.5455,0.4242,0.2424,0.7879,0.197,0.1667,1.8182,0.1818,7.2274,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50642,7754,832,1200,175,3290,0,404,93,157,109,7,12,749,420,51,51,12.3,0.0,1.9,0.3,5.1,0.0,0.6,0.1,0.2,0.2,0.0,0.1,1.2,0.7,0.1,0.1
42,Pennsylvania,PA,42027,Centre,42027,"Centre County, Pennsylvania",1108.707224338216,162264,0,67062,321,59380,712,34719,1642,3274,575,17323,1059,5496,479,8823,1235,23102,104,24309,0,14547,844,1709,303,904,243,23822,715,11332,801,3095,288,1248,250,5843,549,18527,750,24.2,1.1,4.1,0.7,29.2,1.7,5.5,0.5,5.6,0.8,14.2,0.1,15.0,0.0,9.3,0.5,2.9,0.5,0.6,0.2,14.7,0.4,16.9,1.2,4.6,0.4,2.1,0.4,9.8,0.9,11.4,0.5,0.8485,0.1515,0.9697,0.0455,0.5152,2.5304,0.4848,0.0152,0.0303,0.0152,0.0152,0.5303,0.6062,0.0,0.6818,0.6818,0.6818,1.0,0.2727,0.9242,0.8333,0.9545,3.9847,1.0,7.8031,0.4697,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,4,191176,19177,1868,5307,411,4815,0,10106,332,81,59,24,24,3423,473,66,66,13.3,0.1,3.3,0.3,3.0,0.0,6.2,0.2,0.0,0.1,0.0,0.1,2.1,0.3,0.0,0.1
42,Pennsylvania,PA,42029,Chester,42029,"Chester County, Pennsylvania",750.545916033294,521980,0,201715,342,192951,827,52959,3117,11699,864,41502,1656,20388,1052,25934,1862,85378,106,118549,48,46754,1563,8859,740,9177,806,110601,1694,20336,960,5008,531,2681,393,8399,641,14636,898,10.4,0.6,4.1,0.3,21.5,0.9,5.7,0.3,5.0,0.4,16.4,0.1,22.7,0.0,9.0,0.3,4.6,0.4,1.9,0.2,21.2,0.3,10.1,0.5,2.5,0.3,1.4,0.2,4.4,0.3,2.8,0.2,0.0303,0.1515,0.3485,0.0758,0.3636,0.9697,0.0455,0.0303,0.9545,0.0,0.3182,0.8182,2.1212,0.2727,0.8485,0.8485,0.8485,0.8939,0.1212,0.6061,0.0,0.4697,2.0909,0.303,6.0303,0.1364,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,523395,38059,2462,28107,944,38901,0,29754,675,234,114,93,60,12792,1186,720,720,7.5,0.0,5.4,0.2,7.5,0.0,5.7,0.1,0.0,0.1,0.0,0.1,2.5,0.2,0.1,0.1
42,Pennsylvania,PA,42031,Clarion,42031,"Clarion County, Pennsylvania",600.835043912418,38633,0,20554,116,15930,333,9799,748,1112,195,3298,335,2501,221,2720,372,7587,47,7281,19,5949,359,683,129,141,105,1743,232,1137,227,2286,213,166,59,1204,200,1186,244,26.2,2.0,6.0,1.1,20.7,2.1,9.4,0.8,7.1,1.0,19.6,0.1,18.8,0.0,15.6,0.9,4.3,0.8,0.4,0.3,4.5,0.6,5.5,1.1,11.1,1.0,1.0,0.4,7.6,1.3,3.1,0.6,0.9242,0.7576,0.2727,0.4545,0.803,3.212,0.803,0.4242,0.2273,0.4545,0.2273,0.2879,1.6212,0.0606,0.1515,0.1515,0.1515,0.6364,0.7727,0.2576,0.5,0.5455,2.7122,0.6364,7.6969,0.4394,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36891,6094,625,557,88,394,0,134,64,51,14,0,23,593,197,14,14,16.3,0.1,1.4,0.2,1.0,0.0,0.3,0.2,0.1,0.1,0.0,0.1,1.5,0.5,0.0,0.1
42,Pennsylvania,PA,42033,Clearfield,42033,"Clearfield County, Pennsylvania",1145.324910604138,79466,0,39321,171,31704,497,18306,1101,2704,345,6810,496,7068,439,3901,440,16306,85,14444,14,14210,723,1632,259,562,139,5814,260,1301,229,5054,466,451,152,2363,327,5618,382,24.9,1.5,7.4,0.9,21.5,1.5,11.9,0.7,5.3,0.6,20.5,0.1,18.2,0.0,19.2,1.0,5.1,0.8,0.7,0.2,7.3,0.3,3.3,0.6,12.9,1.2,1.4,0.5,7.5,1.0,7.1,0.5,0.8788,0.9545,0.3485,0.8333,0.4242,3.4393,0.8788,0.5152,0.1667,0.9091,0.5152,0.6061,2.7123,0.6667,0.4091,0.4091,0.4091,0.3485,0.8485,0.6061,0.4848,0.8939,3.1818,0.8939,9.7425,0.8939,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,75634,14011,1027,1969,109,2383,0,402,52,138,36,9,15,806,155,107,107,19.0,0.1,2.5,0.1,3.0,0.0,0.5,0.1,0.2,0.1,0.0,0.1,1.0,0.2,0.1,0.1
42,Pennsylvania,PA,42035,Clinton,42035,"Clinton County, Pennsylvania",887.983783571372,38549,0,19257,99,15058,263,9051,768,1085,189,3797,358,2590,272,3517,438,7220,49,7794,13,6514,416,758,171,162,91,1912,160,778,161,1735,172,199,64,1494,205,1519,207,24.5,2.1,5.8,1.0,25.2,2.3,10.2,1.1,9.3,1.1,18.7,0.1,20.2,0.0,17.1,1.1,5.0,1.1,0.4,0.2,5.0,0.4,4.0,0.8,9.0,0.9,1.3,0.4,9.9,1.3,3.9,0.5,0.8636,0.7121,0.7727,0.6061,0.9242,3.8787,0.9697,0.2273,0.6061,0.7121,0.4394,0.2879,2.2728,0.3636,0.2121,0.2121,0.2121,0.5152,0.6364,0.5152,0.8485,0.6212,3.1365,0.8788,9.5001,0.8485,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34867,7101,749,617,100,610,0,300,29,45,28,7,11,328,113,5,5,19.2,0.1,1.6,0.3,1.6,0.0,0.8,0.1,0.1,0.1,0.0,0.1,0.9,0.3,0.0,0.1
42,Pennsylvania,PA,42037,Columbia,42037,"Columbia County, Pennsylvania",483.211287768408,65390,0,30299,195,26482,466,13307,908,1438,238,6128,493,4010,397,3198,623,12716,66,11552,18,8934,620,1175,223,148,101,4707,332,1663,313,2552,215,204,75,1635,267,4231,471,21.9,1.5,4.5,0.7,23.1,1.8,9.2,0.9,4.9,1.0,19.4,0.1,17.7,0.0,13.8,1.0,4.4,0.8,0.2,0.2,7.2,0.5,5.5,1.0,8.4,0.7,0.8,0.3,6.2,1.0,6.5,0.7,0.5909,0.2576,0.5455,0.4242,0.3333,2.1515,0.3333,0.3636,0.0758,0.3182,0.2576,0.0909,1.1061,0.0152,0.3939,0.3939,0.3939,0.6364,0.5909,0.0909,0.2879,0.8333,2.4394,0.4697,6.0909,0.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62580,8806,998,985,132,1933,0,749,56,40,28,105,72,854,286,41,41,14.4,0.1,1.5,0.2,3.0,0.0,1.1,0.1,0.1,0.1,0.2,0.1,1.3,0.4,0.1,0.1
42,Pennsylvania,PA,42039,Crawford,42039,"Crawford County, Pennsylvania",1012.354827378386,85074,0,44968,193,35169,513,19466,1140,2320,347,7272,475,6052,472,6893,643,17487,62,17661,0,14858,768,1847,259,381,119,4723,403,1361,318,5945,368,309,61,3247,294,3531,420,23.9,1.4,5.8,0.9,20.7,1.3,10.1,0.8,8.3,0.8,20.6,0.1,20.8,0.0,17.8,0.9,5.3,0.7,0.5,0.1,5.6,0.5,3.0,0.7,13.2,0.8,0.9,0.2,9.2,0.8,4.2,0.5,0.803,0.7121,0.2727,0.5606,0.8636,3.212,0.803,0.5455,0.7273,0.803,0.5909,0.4091,3.0758,0.8788,0.2576,0.2576,0.2576,0.2727,0.8788,0.1818,0.7424,0.6818,2.7575,0.6667,9.3029,0.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77518,14545,1032,1232,211,1156,0,413,83,34,18,23,26,1600,220,265,265,17.8,0.1,1.4,0.2,1.4,0.0,0.5,0.1,0.0,0.1,0.0,0.1,1.9,0.3,0.3,0.3
42,Pennsylvania,PA,42041,Cumberland,42041,"Cumberland County, Pennsylvania",545.479345345098,251487,0,107024,292,101176,665,30232,1716,4545,503,22092,1104,12567,838,13144,1121,46482,150,51036,0,29551,1314,5065,564,2881,435,38183,1181,8336,714,5142,523,799,177,5538,575,13161,683,12.7,0.7,3.5,0.4,21.8,1.1,7.1,0.5,5.4,0.5,18.5,0.1,20.3,0.0,12.1,0.5,5.0,0.6,1.2,0.2,15.2,0.5,7.8,0.7,4.8,0.5,0.8,0.2,5.5,0.6,5.2,0.3,0.0455,0.0758,0.4242,0.1818,0.4545,1.1818,0.0909,0.2121,0.6212,0.0909,0.4394,0.7273,2.0909,0.2424,0.697,0.697,0.697,0.8333,0.3182,0.0909,0.1515,0.7727,2.1666,0.3333,6.1363,0.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275292,23397,1829,9561,705,10516,0,11612,343,146,84,15,19,6088,861,245,245,9.8,0.0,3.8,0.3,4.2,0.0,4.6,0.1,0.1,0.1,0.0,0.1,2.4,0.3,0.1,0.1
42,Pennsylvania,PA,42043,Dauphin,42043,"Dauphin County, Pennsylvania",524.869901669026,277071,0,124874,1621,113759,1813,52027,2808,6352,756,28987,1466,17325,1675,15053,1260,46922,64,62309,0,35270,1409,7924,695,6589,2019,98359,1671,12535,815,3115,385,1537,319,10626,746,7021,3861,19.1,1.0,4.4,0.5,25.5,1.2,9.0,0.9,5.5,0.5,16.9,0.1,22.5,0.0,12.9,0.5,7.0,0.6,2.5,0.8,35.5,0.6,10.0,0.6,2.5,0.3,1.4,0.3,9.3,0.7,2.5,1.4,0.3939,0.2273,0.803,0.3939,0.4848,2.3029,0.3636,0.0758,0.9242,0.1364,0.9091,0.9394,2.9849,0.7727,0.9697,0.9697,0.9697,0.8788,0.1212,0.6061,0.7576,0.3788,2.7425,0.6515,9.0,0.7121,0,0,0,0,0,0,0,1,0,1,1,3,1,1,0,0,0,0,0,0,4,356132,32702,5746,49051,735,26948,0,13177,505,436,144,0,26,7422,951,1325,1325,12.1,0.2,17.7,0.3,9.7,0.0,4.8,0.2,0.2,0.1,0.0,0.1,2.7,0.3,0.5,0.3
42,Pennsylvania,PA,42045,Delaware,42045,"Delaware County, Pennsylvania",183.81472780181,565328,0,224746,510,209596,933,86383,3306,18450,1044,58731,1931,26349,1399,27404,2016,93043,78,124495,16,65106,1673,15745,953,10027,917,192760,1699,27064,1250,712,227,3390,459,21193,980,21818,1283,15.9,0.6,6.2,0.3,28.0,0.9,6.8,0.4,4.9,0.4,16.5,0.1,22.0,0.0,11.7,0.3,7.5,0.5,1.9,0.2,34.1,0.3,12.0,0.6,0.3,0.1,1.6,0.2,10.1,0.5,3.9,0.2,0.1515,0.8182,0.9394,0.1364,0.3333,2.3788,0.4242,0.0455,0.8333,0.0758,0.9242,0.8182,2.697,0.6212,0.9394,0.9394,0.9394,0.9394,0.0,0.8333,0.8788,0.6212,3.2727,0.9091,9.2879,0.7879,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,4,531188,43231,3030,120126,936,22577,0,33009,543,700,172,202,44,14375,914,1771,1771,8.0,0.0,21.2,0.2,4.0,0.0,5.8,0.1,0.1,0.1,0.0,0.1,2.5,0.2,0.3,0.1
42,Pennsylvania,PA,42047,Elk,42047,"Elk County, Pennsylvania",826.901037126868,30077,0,17808,77,14215,272,5444,630,977,276,2271,339,1548,285,772,202,6728,91,5741,74,4716,433,551,147,70,91,913,188,332,96,1269,190,65,41,944,290,403,141,18.4,2.1,6.0,1.7,16.0,2.4,7.0,1.3,2.6,0.7,22.4,0.3,19.1,0.2,15.9,1.4,3.9,1.0,0.2,0.3,3.0,0.6,1.9,0.5,7.1,1.1,0.5,0.3,6.6,2.0,1.3,0.5,0.3182,0.7576,0.0,0.1667,0.0,1.2425,0.1061,0.8333,0.2424,0.5303,0.1061,0.0909,1.803,0.1212,0.0,0.0,0.0,0.1515,0.4848,0.0152,0.3636,0.1061,1.1212,0.0152,4.1667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27996,4268,535,186,48,253,0,141,29,27,26,0,23,306,175,0,0,14.4,0.1,0.6,0.2,0.8,0.0,0.5,0.1,0.1,0.1,0.0,0.1,1.0,0.6,0.0,0.1
42,Pennsylvania,PA,42049,Erie,42049,"Erie County, Pennsylvania",798.912506235684,272046,0,121613,341,110388,896,64631,2494,7187,650,28881,1305,15956,920,11829,1039,48770,42,57995,19,41209,1429,8734,666,3261,470,44533,1323,8455,644,6423,541,1630,297,11699,771,13100,772,25.0,1.0,5.4,0.5,26.2,1.2,8.5,0.5,4.5,0.4,17.9,0.1,21.3,0.0,15.5,0.5,7.9,0.6,1.3,0.2,16.4,0.5,7.0,0.5,5.3,0.4,1.5,0.3,10.6,0.7,4.8,0.3,0.8939,0.6212,0.8636,0.2879,0.2273,2.8939,0.6818,0.1515,0.7576,0.4394,0.9697,0.7424,3.0606,0.8636,0.7424,0.7424,0.7424,0.803,0.3636,0.7879,0.9242,0.7273,3.606,0.9848,10.3029,0.9697,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,285234,32096,1720,18601,710,11982,0,4980,219,615,124,52,45,7245,752,1058,1058,12.4,0.0,6.8,0.3,4.4,0.0,1.8,0.1,0.2,0.1,0.0,0.1,2.7,0.3,0.4,0.2
42,Pennsylvania,PA,42051,Fayette,42051,"Fayette County, Pennsylvania",790.757979485812,130329,193,63820,290,55346,694,33699,1774,4334,449,12641,766,10707,658,5770,637,27486,182,25096,60,24917,1084,3136,500,518,207,11207,661,2058,245,6799,604,739,209,4638,462,5097,462,26.8,1.4,7.3,0.8,22.8,1.4,11.2,0.7,4.6,0.5,21.1,0.1,19.3,0.0,19.7,0.8,5.7,0.9,0.4,0.2,8.6,0.5,3.2,0.4,10.7,0.9,1.3,0.4,8.4,0.8,3.9,0.4,0.9545,0.9394,0.5152,0.7727,0.2727,3.4545,0.8939,0.6212,0.303,0.9697,0.7121,0.2879,2.8939,0.7424,0.5,0.5,0.5,0.3333,0.7273,0.5152,0.6515,0.6212,2.8485,0.7273,9.6969,0.8788,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,115714,19973,1200,5266,412,1646,1,502,110,13,17,118,101,3427,458,235,235,15.9,0.1,4.0,0.3,1.3,0.1,0.4,0.1,0.0,0.1,0.1,0.1,2.6,0.4,0.2,0.1
42,Pennsylvania,PA,42053,Forest,42053,"Forest County, Pennsylvania",427.25877242069,7190,0,8721,217,2131,233,1034,146,80,31,400,75,1022,207,223,82,1675,0,377,0,1126,145,70,38,49,63,2063,230,94,29,1547,121,29,22,118,49,3274,390,26.4,2.6,5.4,2.1,18.8,2.9,16.3,3.2,5.7,1.9,23.3,0.0,5.2,0.0,28.8,3.9,3.3,1.7,0.7,0.9,28.7,3.2,1.1,0.3,17.7,1.4,1.4,1.0,5.5,2.1,45.5,5.4,0.9394,0.6212,0.0758,0.9848,0.6061,3.2273,0.8333,0.9242,0.0,1.0,0.0303,0.6061,2.5606,0.5606,0.9091,0.9091,0.9091,0.0303,0.9848,0.6061,0.1515,1.0,2.7727,0.6818,9.4697,0.8333,1,0,0,1,0,2,1,0,1,0,0,2,1,1,0,1,0,0,1,2,7,6824,1286,477,1497,207,420,79,7,8,3,4,0,15,135,60,1,1,32.8,3.3,20.8,2.9,5.8,1.1,0.1,0.1,0.0,0.1,0.0,0.4,1.9,0.8,0.0,0.1
42,Pennsylvania,PA,42055,Franklin,42055,"Franklin County, Pennsylvania",772.298798465754,154954,0,65808,121,61617,449,26625,2393,3031,430,13264,932,12200,925,14137,1610,30172,180,34597,0,23409,1152,3084,423,1559,460,19481,612,1963,341,4972,557,882,220,3196,370,2220,263,17.4,1.6,3.9,0.5,21.5,1.5,11.2,0.9,9.2,1.0,19.5,0.1,22.3,0.0,15.2,0.7,5.0,0.7,1.1,0.3,12.6,0.4,3.0,0.5,7.6,0.8,1.4,0.4,5.2,0.6,1.4,0.2,0.2121,0.1212,0.3485,0.7727,0.9091,2.3636,0.3939,0.3939,0.8788,0.4091,0.4394,0.7121,2.8333,0.7273,0.6667,0.6667,0.6667,0.2727,0.5303,0.6061,0.1061,0.1364,1.6516,0.1061,7.5152,0.3939,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144389,21700,2263,5575,346,9272,0,1124,187,121,83,0,26,3214,429,175,175,14.2,0.0,3.6,0.2,6.0,0.0,0.7,0.1,0.1,0.1,0.0,0.1,2.1,0.3,0.1,0.1
42,Pennsylvania,PA,42057,Fulton,42057,"Fulton County, Pennsylvania",437.55117065509,14492,0,7269,34,6040,121,2808,271,379,69,1177,114,1134,114,902,151,3086,26,2882,39,2357,145,332,66,3,65,640,82,109,38,1114,102,66,28,339,75,26,14,19.5,1.9,5.2,0.9,19.5,1.8,10.7,1.1,6.2,1.0,21.3,0.2,19.9,0.3,16.3,1.0,5.5,1.1,0.0,0.5,4.4,0.6,1.5,0.5,15.3,1.4,1.1,0.5,5.6,1.2,0.2,0.1,0.4242,0.5606,0.1364,0.7121,0.6667,2.5,0.4545,0.6818,0.5152,0.5909,0.6515,0.0,2.4394,0.5,0.1212,0.1212,0.1212,0.0606,0.9545,0.3333,0.197,0.0,1.5454,0.0606,6.606,0.2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12891,2578,210,183,42,179,0,45,30,27,18,0,17,147,40,59,59,17.8,0.0,1.3,0.3,1.2,0.0,0.3,0.2,0.2,0.1,0.0,0.2,1.0,0.3,0.4,0.3
42,Pennsylvania,PA,42059,Greene,42059,"Greene County, Pennsylvania",575.932154876692,36484,0,16787,175,14503,316,7113,674,724,152,2677,338,3234,364,1220,248,6946,82,7082,30,6532,460,717,160,40,88,2698,306,555,189,3037,296,138,80,1134,200,3592,386,21.6,2.0,4.9,1.0,18.5,2.3,12.4,1.4,3.6,0.7,19.0,0.2,19.4,0.1,19.2,1.3,4.9,1.1,0.1,0.3,7.4,0.8,3.3,1.1,18.1,1.8,1.0,0.6,7.8,1.3,9.8,1.1,0.5758,0.4242,0.0455,0.8939,0.0758,2.0152,0.303,0.303,0.3333,0.9091,0.4091,0.0303,1.9848,0.197,0.4242,0.4242,0.4242,0.3485,1.0,0.2576,0.5606,0.9394,3.1061,0.8636,7.5303,0.4091,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,3,33306,4374,710,1085,115,560,0,109,49,0,23,0,23,898,275,46,46,13.3,0.2,3.0,0.3,1.5,0.0,0.3,0.1,0.0,0.1,0.0,0.1,2.5,0.8,0.1,0.1
42,Pennsylvania,PA,42061,Huntingdon,42061,"Huntingdon County, Pennsylvania",874.651280351394,45145,0,22727,217,16779,349,7922,583,1066,184,3046,271,3346,248,1896,277,9437,133,8161,0,6696,414,937,172,228,92,4379,217,414,125,2954,195,239,62,1006,176,5529,430,20.0,1.5,5.4,0.9,18.2,1.6,10.2,0.8,4.6,0.7,20.9,0.3,18.1,0.0,16.4,1.0,5.6,1.0,0.5,0.2,9.7,0.5,1.8,0.5,13.0,0.9,1.4,0.4,6.0,1.0,12.2,1.0,0.4697,0.6212,0.0303,0.6061,0.2727,2.0,0.2576,0.5758,0.1364,0.6364,0.6818,0.4091,2.4395,0.5152,0.5758,0.5758,0.5758,0.1212,0.8636,0.6061,0.2727,0.9697,2.8333,0.7121,7.8486,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,38455,5704,648,2363,133,907,0,271,54,68,29,2,3,767,149,1,1,14.4,0.2,5.2,0.3,2.0,0.0,0.6,0.1,0.2,0.1,0.0,0.1,1.7,0.3,0.0,0.1
42,Pennsylvania,PA,42063,Indiana,42063,"Indiana County, Pennsylvania",827.403427257738,84463,0,38989,396,33855,632,20370,1257,2843,400,8620,708,5137,541,6189,618,16296,68,15199,88,13521,682,1204,213,634,193,5701,519,2691,412,4157,364,338,90,2944,327,5555,896,25.8,1.6,7.2,1.0,25.5,2.0,9.2,1.0,7.4,0.7,19.3,0.1,18.0,0.1,16.3,0.8,3.6,0.6,0.8,0.2,6.7,0.6,6.9,1.1,10.7,1.0,1.0,0.3,8.7,0.9,6.6,1.1,0.9091,0.9242,0.803,0.4242,0.8333,3.8938,0.9848,0.3333,0.1212,0.5909,0.0758,0.6515,1.7727,0.1061,0.3485,0.3485,0.3485,0.7879,0.7273,0.2576,0.697,0.8485,3.3183,0.9394,9.3333,0.8182,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80055,16960,1671,1844,195,1132,0,784,140,48,51,5,7,1744,437,144,144,21.5,0.2,2.2,0.2,1.3,0.0,0.9,0.2,0.1,0.1,0.0,0.1,2.1,0.5,0.2,0.2
42,Pennsylvania,PA,42065,Jefferson,42065,"Jefferson County, Pennsylvania",652.435077360274,43570,0,22738,117,18400,243,10246,681,930,147,3672,271,2927,250,3084,351,9114,69,9284,17,6884,406,757,138,136,102,1328,112,820,137,1918,155,262,93,1337,158,726,200,24.0,1.6,4.5,0.7,20.0,1.4,9.4,0.8,7.2,0.8,20.9,0.2,21.3,0.0,16.0,0.9,4.1,0.7,0.3,0.2,3.0,0.3,3.6,0.6,8.4,0.7,1.4,0.5,7.3,0.8,1.7,0.5,0.8333,0.2576,0.2121,0.4545,0.8182,2.5757,0.5303,0.5758,0.7576,0.5606,0.1515,0.1667,2.2122,0.3182,0.0,0.0,0.0,0.4242,0.5909,0.6061,0.4545,0.2576,2.3333,0.4242,7.1212,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39140,8454,561,181,59,421,0,113,28,21,21,0,23,548,65,44,44,19.7,0.1,0.4,0.1,1.0,0.0,0.3,0.1,0.0,0.1,0.0,0.1,1.3,0.1,0.1,0.1
