FID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
10,42,PENNSYLVANIA,PA,Montour,42093,"Montour County, Pennsylvania",130.242335916,18404.0,0.0,8048.0,87.0,7361.0,170.0,1763.0,327.0,478.0,172.0,31293.0,1694.0,1357.0,192.0,3679.0,47.0,3793.0,111.0,2318.0,274.0,465.0,113.1,1411.0,4.0,118.0,93.3,207.0,84.6,632.0,112.0,39.0,23.3,743.0,178.0,733.0,165.0,10.0,1.9,5.3,1.9,31293.0,1694.0,10.2,1.4,20.0,0.3,20.6,0.6,13.0,1.5,6.3,1.5,7.7,0.0,0.7,0.5,2.6,1.1,7.9,1.4,0.5,0.3,10.1,2.4,4.0,0.9,0.1364,0.1667,0.1212,0.3182,0.7424,0.0909,0.7576,0.5606,0.197,0.1515,1.6667,0.2273,0.5152,0.5606,1.0758,0.6061,0.2424,0.5303,0.0606,0.8485,0.6667,2.3485,0.4242,5.8333,0.1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.0,217.0,6.0,1.2,25226.0
11,42,PENNSYLVANIA,PA,Northampton,42095,"Northampton County, Pennsylvania",369.624753133,300520.0,0.0,121207.0,283.0,112819.0,743.0,26379.0,1622.0,10501.0,705.0,31086.0,544.0,19950.0,899.0,52100.0,26.0,61996.0,41.0,37334.0,1154.0,8957.0,594.4,64848.0,255.0,5328.0,593.0,8230.0,518.4,2984.0,333.0,1156.0,232.6,8427.0,554.0,10856.0,707.0,9.1,0.6,6.7,0.4,31086.0,544.0,9.6,0.4,17.3,0.1,20.6,0.0,12.5,0.4,7.9,0.5,21.6,0.1,1.9,0.2,6.8,0.4,2.5,0.3,1.0,0.2,7.5,0.5,3.6,0.2,0.1061,0.5606,0.1364,0.2727,1.0758,0.1667,0.3182,0.6061,0.1515,0.5606,1.6364,0.197,0.8788,0.8333,1.7121,0.8485,0.7727,0.1061,0.3182,0.4545,0.5758,2.2273,0.3636,6.6515,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20924.0,1268.0,7.0,0.4,277199.0
12,42,PENNSYLVANIA,PA,Northumberland,42097,"Northumberland County, Pennsylvania",458.001618686,93590.0,0.0,44930.0,216.0,39192.0,432.0,12974.0,1237.0,2982.0,396.0,23512.0,483.0,9635.0,503.0,18406.0,80.0,18495.0,87.0,14566.0,708.0,3350.0,377.3,6391.0,66.0,384.0,146.0,2250.0,280.2,2066.0,241.0,453.0,143.6,4004.0,328.0,4491.0,480.0,14.6,1.4,6.8,0.9,23512.0,483.0,14.2,0.7,19.7,0.1,19.8,0.1,16.3,0.8,8.5,1.0,6.8,0.1,0.4,0.2,5.0,0.6,4.6,0.5,1.2,0.4,10.2,0.8,4.8,0.5,0.7424,0.5909,0.8182,0.8788,3.0303,0.9242,0.6818,0.3333,0.5909,0.7576,2.3636,0.7727,0.4394,0.3939,0.8333,0.4394,0.6667,0.2727,0.4848,0.8636,0.7121,3.0,0.7576,9.2273,0.8788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7544.0,605.0,8.4,0.7,80739.0
13,42,PENNSYLVANIA,PA,Perry,42099,"Perry County, Pennsylvania",551.448021259,45647.0,0.0,20486.0,82.0,17883.0,221.0,3921.0,419.0,1257.0,203.0,27648.0,612.0,3757.0,283.0,7242.0,64.0,10052.0,26.0,6052.0,342.0,1368.0,191.2,1843.0,12.0,154.0,88.8,317.0,62.1,2397.0,294.0,253.0,62.3,916.0,109.0,596.0,141.0,8.7,0.9,5.2,0.8,27648.0,612.0,11.7,0.9,15.9,0.1,22.0,0.1,13.4,0.8,7.6,1.1,4.0,0.0,0.4,0.2,1.5,0.3,11.7,1.4,1.4,0.3,5.1,0.6,1.3,0.3,0.0758,0.1061,0.303,0.6364,1.1212,0.1818,0.1364,0.803,0.2879,0.4697,1.697,0.2424,0.2121,0.303,0.5152,0.197,0.0758,0.7424,0.7121,0.1061,0.1212,1.7576,0.1212,5.0909,0.0758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4525.0,402.0,10.0,0.9,30305.0
14,42,PENNSYLVANIA,PA,Schuylkill,42107,"Schuylkill County, Pennsylvania",778.631014123,145503.0,0.0,68954.0,331.0,58341.0,655.0,18029.0,1164.0,5479.0,424.0,24275.0,437.0,12860.0,622.0,27994.0,67.0,28550.0,0.0,24734.0,842.0,4690.0,362.0,11559.0,57.0,665.0,190.4,2166.0,317.6,2813.0,256.0,564.0,130.6,5645.0,427.0,7112.0,537.0,13.0,0.8,8.0,0.6,24275.0,437.0,12.1,0.6,19.2,0.1,19.6,0.0,17.8,0.6,8.0,0.6,7.9,0.0,0.5,0.1,3.1,0.5,4.1,0.4,1.0,0.2,9.7,0.7,4.9,0.4,0.5303,0.8636,0.697,0.6818,2.7727,0.8182,0.5606,0.2727,0.8485,0.5909,2.2727,0.697,0.5606,0.4697,1.0303,0.5606,0.3485,0.2424,0.2879,0.803,0.7273,2.4091,0.4697,8.4848,0.6818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10970.0,832.0,7.9,0.6,133463.0
15,42,PENNSYLVANIA,PA,Somerset,42111,"Somerset County, Pennsylvania",1074.36632828,76201.0,0.0,37953.0,138.0,29630.0,325.0,8993.0,679.0,2341.0,246.0,23402.0,544.0,7270.0,375.0,15599.0,72.0,14038.0,9.0,11693.0,494.0,1800.0,208.2,3966.0,16.0,326.0,110.3,1521.0,165.9,4347.0,271.0,359.0,113.1,2134.0,204.0,5014.0,288.0,12.6,1.0,6.7,0.7,23402.0,544.0,12.9,0.7,20.5,0.1,18.4,0.0,16.4,0.7,6.1,0.7,5.2,0.0,0.4,0.2,4.0,0.4,11.5,0.7,1.2,0.4,7.2,0.7,6.6,0.4,0.4242,0.5606,0.8485,0.7727,2.6061,0.7424,0.8485,0.1212,0.6667,0.1212,1.7576,0.303,0.3333,0.4242,0.7576,0.3636,0.5152,0.7273,0.5758,0.3636,0.8333,3.0152,0.7879,8.1364,0.6061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5873.0,445.0,8.2,0.6,68339.0
16,42,PENNSYLVANIA,PA,Susquehanna,42115,"Susquehanna County, Pennsylvania",823.508990516,41832.0,0.0,23001.0,100.0,17368.0,227.0,5320.0,489.0,1488.0,165.0,26551.0,572.0,3390.0,202.0,8395.0,43.0,8218.0,10.0,6952.0,290.0,1177.0,125.7,1485.0,11.0,155.0,86.1,403.0,65.5,3055.0,183.0,255.0,61.7,899.0,104.0,309.0,154.0,12.9,1.2,7.4,0.8,26551.0,572.0,11.1,0.7,20.1,0.1,19.6,0.0,16.7,0.7,6.8,0.7,3.5,0.0,0.4,0.2,1.8,0.3,13.3,0.8,1.5,0.4,5.2,0.6,0.7,0.4,0.5152,0.7273,0.3636,0.5303,2.1364,0.5303,0.7879,0.2879,0.6818,0.2576,2.0152,0.4394,0.1212,0.3333,0.4545,0.1818,0.1212,0.8788,0.7576,0.1212,0.0152,1.8939,0.197,6.5,0.2576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4234.0,333.0,10.2,0.8,30060.0
17,42,PENNSYLVANIA,PA,Venango,42121,"Venango County, Pennsylvania",674.284178342,53460.0,0.0,27300.0,134.0,21962.0,364.0,7535.0,631.0,2010.0,236.0,24257.0,702.0,4283.0,355.0,10662.0,48.0,10886.0,0.0,9221.0,447.0,1885.0,199.5,2070.0,16.0,113.0,76.6,944.0,137.3,3233.0,213.0,201.0,78.1,1822.0,181.0,1216.0,267.0,14.4,1.2,8.0,0.9,24257.0,702.0,11.1,0.9,19.9,0.1,20.4,0.0,17.5,0.8,8.6,0.9,3.9,0.0,0.2,0.2,3.5,0.5,11.8,0.8,0.9,0.4,8.3,0.8,2.3,0.5,0.697,0.8636,0.7121,0.5303,2.803,0.8485,0.7424,0.4848,0.7879,0.7727,2.7879,0.9545,0.197,0.0606,0.2576,0.0758,0.4697,0.7576,0.2424,0.5303,0.303,2.303,0.4091,8.1515,0.6212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4367.0,482.0,8.3,0.9,49137.0
18,42,PENNSYLVANIA,PA,Washington,42125,"Washington County, Pennsylvania",856.988390305,208269.0,0.0,93897.0,251.0,83745.0,767.0,20471.0,1179.0,6534.0,493.0,31561.0,499.0,12257.0,625.0,39372.0,76.0,41396.0,0.0,30363.0,776.0,5537.0,395.8,15106.0,92.0,837.0,199.2,4742.0,342.6,5279.0,320.0,700.0,154.9,6306.0,466.0,5354.0,437.0,10.1,0.6,6.2,0.5,31561.0,499.0,8.2,0.4,18.9,0.1,19.9,0.0,14.7,0.4,6.6,0.5,7.3,0.0,0.4,0.1,5.1,0.4,5.6,0.3,0.8,0.2,7.5,0.5,2.6,0.2,0.1515,0.3788,0.1061,0.1364,0.7727,0.1061,0.5152,0.4091,0.3939,0.197,1.5152,0.1515,0.4697,0.3485,0.8182,0.3939,0.6818,0.3788,0.1818,0.4545,0.4242,2.1212,0.2879,5.2273,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11880.0,671.0,5.7,0.3,201295.0
19,42,PENNSYLVANIA,PA,Wyoming,42131,"Wyoming County, Pennsylvania",397.30515069,27975.0,0.0,13326.0,89.0,10801.0,183.0,2817.0,274.0,986.0,150.0,26823.0,740.0,1646.0,151.0,5140.0,23.0,5700.0,53.0,3952.0,286.0,785.0,118.2,1154.0,18.0,23.0,63.9,138.0,34.4,1614.0,146.0,112.0,37.2,502.0,83.0,704.0,153.0,10.3,1.0,7.0,1.1,26823.0,740.0,8.4,0.8,18.4,0.1,20.4,0.2,14.3,1.0,7.3,1.1,4.1,0.1,0.1,0.2,1.0,0.3,12.1,1.1,1.0,0.3,4.6,0.8,2.5,0.5,0.1818,0.6364,0.3485,0.1515,1.3182,0.2273,0.4697,0.5152,0.3485,0.4091,1.7424,0.2879,0.2273,0.0303,0.2576,0.0758,0.0455,0.803,0.3485,0.0152,0.3788,1.5909,0.0758,4.9091,0.0606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2069.0,234.0,7.5,0.8,24443.0
20,42,PENNSYLVANIA,PA,York,42133,"York County, Pennsylvania",904.205788831,440604.0,0.0,180618.0,274.0,168008.0,941.0,45113.0,2289.0,14574.0,753.0,28975.0,364.0,34909.0,1077.0,69799.0,44.0,99034.0,0.0,57976.0,1837.0,15203.0,725.2,67300.0,123.0,5570.0,611.6,8390.0,599.4,9447.0,470.0,1983.0,304.8,9658.0,637.0,8750.0,579.0,10.5,0.5,6.2,0.3,28975.0,364.0,11.5,0.4,15.8,0.1,22.5,0.0,13.3,0.4,9.0,0.4,15.3,0.0,1.3,0.1,4.6,0.3,5.2,0.3,1.2,0.2,5.7,0.4,2.0,0.1,0.2121,0.3788,0.2121,0.6061,1.4091,0.2576,0.1061,0.8636,0.2424,0.8485,2.0606,0.4848,0.7727,0.7424,1.5152,0.7576,0.5909,0.3333,0.5303,0.1818,0.2879,1.9242,0.2121,6.9091,0.3485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31487.0,1500.0,7.2,0.3,405246.0
21,42,PENNSYLVANIA,PA,Adams,42001,"Adams County, Pennsylvania",518.687385479,101759.0,0.0,41344.0,181.0,38269.0,380.0,9117.0,813.0,2959.0,334.0,28515.0,545.0,8631.0,470.0,18577.0,89.0,21079.0,0.0,13559.0,640.0,2657.0,276.1,10418.0,34.0,1211.0,196.3,892.0,141.7,2772.0,302.0,721.0,172.3,1586.0,232.0,4127.0,409.0,9.4,0.8,5.5,0.6,28515.0,545.0,12.2,0.7,18.3,0.1,20.7,0.0,13.5,0.6,6.9,0.7,10.2,0.0,1.3,0.2,2.2,0.3,6.7,0.7,1.9,0.4,4.1,0.6,4.1,0.4,0.1212,0.2576,0.2273,0.697,1.303,0.2121,0.4394,0.6364,0.303,0.3333,1.7121,0.2727,0.6515,0.6818,1.3333,0.6515,0.1667,0.4242,0.9091,0.0,0.6818,2.1818,0.3333,6.5303,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7447.0,516.0,7.4,0.5,86557.0
22,42,PENNSYLVANIA,PA,Armstrong,42005,"Armstrong County, Pennsylvania",653.175886634,67512.0,0.0,32427.0,114.0,28250.0,334.0,8786.0,581.0,2485.0,221.0,24634.0,620.0,5393.0,377.0,13666.0,64.0,13204.0,15.0,12576.0,543.0,2071.0,198.2,1799.0,9.0,172.0,101.3,1059.0,159.6,3303.0,253.0,250.0,59.7,2349.0,228.0,736.0,132.0,13.2,0.9,7.7,0.7,24634.0,620.0,10.9,0.8,20.2,0.1,19.6,0.0,18.8,0.8,7.3,0.7,2.7,0.0,0.3,0.2,3.3,0.5,10.2,0.8,0.9,0.2,8.3,0.8,1.1,0.2,0.5606,0.7879,0.5909,0.4091,2.3485,0.6667,0.803,0.2424,0.9394,0.4242,2.4091,0.8182,0.0303,0.197,0.2273,0.0606,0.3939,0.6667,0.2273,0.5303,0.0455,1.8636,0.1818,6.8485,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4801.0,397.0,7.2,0.6,53365.0
23,42,PENNSYLVANIA,PA,Bedford,42009,"Bedford County, Pennsylvania",1012.29635262,48852.0,0.0,24029.0,94.0,19757.0,295.0,6846.0,580.0,1475.0,209.0,23632.0,566.0,4711.0,303.0,10033.0,33.0,10071.0,13.0,8528.0,389.0,1319.0,160.8,1464.0,40.0,115.0,70.0,701.0,115.6,3614.0,273.0,340.0,92.3,1277.0,170.0,559.0,138.0,14.2,1.2,6.2,0.9,23632.0,566.0,13.3,0.9,20.5,0.1,20.6,0.0,17.6,0.8,6.7,0.8,3.0,0.1,0.2,0.2,2.9,0.5,15.0,1.1,1.7,0.5,6.5,0.8,1.1,0.3,0.6515,0.3788,0.7879,0.8182,2.6364,0.7576,0.8485,0.5758,0.8182,0.2273,2.4697,0.8636,0.0758,0.1212,0.197,0.0455,0.3182,0.9242,0.8636,0.303,0.0606,2.4697,0.5,7.7727,0.5455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4509.0,350.0,9.3,0.7,42003.0
24,42,PENNSYLVANIA,PA,Bradford,42015,"Bradford County, Pennsylvania",1147.39893279,61808.0,0.0,30107.0,129.0,24483.0,329.0,7562.0,633.0,1525.0,196.0,26255.0,788.0,4861.0,335.0,11949.0,38.0,13701.0,0.0,9087.0,470.0,1980.0,222.2,2391.0,43.0,145.0,86.8,1128.0,165.9,4580.0,290.0,376.0,92.3,1596.0,244.0,763.0,253.0,12.4,1.0,5.4,0.7,26255.0,788.0,11.1,0.8,19.3,0.1,22.2,0.0,14.9,0.8,8.1,0.9,3.9,0.1,0.2,0.1,3.7,0.6,15.2,1.0,1.5,0.4,6.5,1.0,1.2,0.4,0.4091,0.2424,0.3788,0.5303,1.5606,0.3182,0.5758,0.8182,0.4394,0.6364,2.4697,0.8485,0.1818,0.1364,0.3182,0.1212,0.4848,0.9394,0.7879,0.303,0.0909,2.6061,0.5606,6.9545,0.3788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5435.0,437.0,8.9,0.7,56364.0
25,42,PENNSYLVANIA,PA,Bucks,42017,"Bucks County, Pennsylvania",604.407438768,626220.0,0.0,246869.0,288.0,233517.0,1036.0,36635.0,1828.0,21336.0,971.0,39958.0,451.0,28445.0,1283.0,104327.0,0.0,134141.0,0.0,66266.0,1442.0,13417.0,712.2,92374.0,437.0,9535.0,742.4,24864.0,1029.8,4880.0,391.0,2627.0,373.4,10978.0,720.0,9588.0,708.0,5.9,0.3,6.2,0.3,39958.0,451.0,6.4,0.3,16.7,0.0,21.4,0.0,10.7,0.2,5.7,0.3,14.8,0.1,1.6,0.1,10.1,0.4,2.0,0.2,1.1,0.2,4.7,0.3,1.5,0.1,0.0,0.3788,0.0303,0.0303,0.4394,0.0606,0.2121,0.7121,0.0455,0.0606,1.0303,0.0455,0.7273,0.7879,1.5152,0.7727,0.9091,0.0606,0.4394,0.0455,0.2121,1.6667,0.0909,4.6515,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,32867.0,1544.0,5.3,0.2,570519.0
26,42,PENNSYLVANIA,PA,Crawford,42039,"Crawford County, Pennsylvania",1012.30029665,87027.0,0.0,44386.0,159.0,34526.0,378.0,12077.0,849.0,2752.0,312.0,23578.0,551.0,7000.0,442.0,15967.0,47.0,18726.0,0.0,13684.0,503.0,3045.0,318.7,4198.0,16.0,308.0,83.9,1156.0,152.6,6084.0,319.0,478.0,92.8,3362.0,324.0,3453.0,356.0,14.5,1.0,6.8,0.8,23578.0,551.0,11.7,0.7,18.3,0.1,21.5,0.0,16.0,0.6,8.8,0.9,4.8,0.0,0.4,0.1,2.6,0.3,13.7,0.7,1.4,0.3,9.7,0.9,4.0,0.4,0.7273,0.5909,0.803,0.6364,2.7576,0.7727,0.4394,0.7424,0.5455,0.8333,2.5606,0.8939,0.2879,0.3182,0.6061,0.2879,0.2727,0.9091,0.697,0.803,0.6515,3.3333,0.9394,9.2576,0.8939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9898.0,682.0,11.6,0.8,80714.0
27,42,PENNSYLVANIA,PA,Franklin,42055,"Franklin County, Pennsylvania",772.224122864,152707.0,0.0,64178.0,206.0,59392.0,515.0,17504.0,1732.0,4901.0,491.0,27706.0,684.0,14220.0,967.0,27745.0,106.0,34973.0,58.0,19055.0,931.0,5003.0,479.2,16844.0,101.0,1602.0,422.0,1783.0,254.4,4924.0,425.0,786.0,200.4,3556.0,385.0,2183.0,232.0,11.6,1.1,6.4,0.6,27706.0,684.0,13.5,0.9,18.2,0.1,22.9,0.0,12.6,0.6,8.4,0.8,11.0,0.1,1.1,0.3,2.8,0.4,7.7,0.7,1.3,0.3,6.0,0.6,1.4,0.2,0.3333,0.4697,0.2879,0.8485,1.9394,0.4091,0.4091,0.9394,0.1667,0.7273,2.2424,0.6364,0.6667,0.6667,1.3333,0.6667,0.2879,0.5,0.6515,0.197,0.1818,1.8182,0.1364,7.3333,0.4848,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17196.0,1192.0,11.4,0.8,141199.0
28,42,PENNSYLVANIA,PA,Fulton,42057,"Fulton County, Pennsylvania",437.551171813,14653.0,0.0,7112.0,37.0,5989.0,121.0,1624.0,197.0,429.0,69.0,24327.0,584.0,1355.0,123.0,2849.0,20.0,3149.0,29.0,2331.0,149.0,457.0,79.2,515.0,16.0,3.0,60.0,119.0,45.9,1324.0,110.0,76.0,32.4,337.0,69.0,42.0,21.0,11.2,1.4,6.0,0.9,24327.0,584.0,13.0,1.2,19.4,0.1,21.5,0.2,16.0,1.0,7.6,1.3,3.5,0.1,0.0,0.4,1.7,0.6,18.6,1.6,1.3,0.5,5.6,1.1,0.3,0.1,0.303,0.3485,0.6667,0.803,2.1212,0.5152,0.6061,0.7273,0.5455,0.4545,2.3333,0.7424,0.1061,0.0,0.1061,0.0152,0.0909,0.9848,0.6061,0.1667,0.0,1.8485,0.1667,6.4091,0.2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1193.0,160.0,8.2,1.1,12948.0
29,42,PENNSYLVANIA,PA,Indiana,42063,"Indiana County, Pennsylvania",827.034003706,87491.0,0.0,38450.0,172.0,34059.0,465.0,14533.0,907.0,3234.0,362.0,23886.0,666.0,6202.0,420.0,14948.0,73.0,16041.0,49.0,12356.0,529.0,1796.0,207.1,5293.0,57.0,724.0,142.8,2766.0,403.3,4289.0,285.0,534.0,137.6,2995.0,307.0,5889.0,361.0,17.8,1.1,7.7,0.8,23886.0,666.0,11.0,0.8,17.1,0.1,18.3,0.1,14.4,0.6,5.3,0.6,6.0,0.1,0.9,0.2,7.2,1.0,11.2,0.8,1.6,0.4,8.8,0.9,6.7,0.4,0.9394,0.7879,0.7576,0.4848,2.9697,0.9091,0.2576,0.1061,0.3636,0.0455,0.7727,0.0152,0.3636,0.6061,0.9697,0.5303,0.8182,0.697,0.8333,0.6212,0.8636,3.8333,0.9848,8.5455,0.697,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9428.0,656.0,11.0,0.8,89542.0
30,42,PENNSYLVANIA,PA,Jefferson,42065,"Jefferson County, Pennsylvania",652.429060347,44575.0,0.0,22392.0,113.0,18360.0,288.0,6364.0,533.0,1095.0,117.0,22841.0,523.0,3444.0,229.0,8681.0,48.0,9435.0,14.0,7004.0,274.0,1424.0,165.4,1162.0,24.0,148.0,80.4,768.0,124.0,2190.0,152.0,206.0,63.2,1683.0,145.0,785.0,139.0,14.6,1.2,5.2,0.5,22841.0,523.0,10.9,0.7,19.5,0.1,21.2,0.0,15.9,0.6,7.8,0.9,2.6,0.1,0.4,0.2,3.4,0.6,9.8,0.7,1.1,0.3,9.2,0.8,1.8,0.3,0.7424,0.1061,0.9091,0.4091,2.1667,0.5606,0.6364,0.6667,0.5303,0.5303,2.3636,0.7576,0.0152,0.2879,0.303,0.1061,0.4545,0.6364,0.4242,0.6515,0.2273,2.3939,0.4394,7.2273,0.4545,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4270.0,402.0,9.7,0.9,40194.0
31,42,PENNSYLVANIA,PA,Lackawanna,42069,"Lackawanna County, Pennsylvania",458.773201062,213006.0,0.0,97449.0,219.0,85174.0,613.0,31288.0,1745.0,6764.0,555.0,26179.0,431.0,14925.0,756.0,40046.0,35.0,42903.0,0.0,31914.0,1027.0,7116.0,528.8,26864.0,114.0,4123.0,540.0,4856.0,356.6,2238.0,270.0,1014.0,188.8,8921.0,478.0,8286.0,458.0,15.3,0.8,6.5,0.5,26179.0,431.0,10.0,0.5,18.8,0.1,20.1,0.0,15.3,0.5,8.4,0.6,12.6,0.1,2.0,0.3,5.0,0.4,2.3,0.3,1.2,0.2,10.5,0.5,3.9,0.2,0.8182,0.5,0.3939,0.2879,2.0,0.4242,0.5,0.4545,0.4848,0.7121,2.1515,0.5455,0.6818,0.8788,1.5606,0.7879,0.6515,0.0909,0.5455,0.9394,0.6212,2.8485,0.697,8.5606,0.7121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14091.0,992.0,6.7,0.5,220523.0
32,42,PENNSYLVANIA,PA,Lebanon,42075,"Lebanon County, Pennsylvania",361.830988895,136950.0,0.0,56176.0,169.0,52247.0,434.0,14293.0,1315.0,4573.0,410.0,27051.0,528.0,13089.0,705.0,24967.0,122.0,31547.0,28.0,17598.0,986.0,4804.0,408.1,21885.0,98.0,2810.0,463.6,2886.0,313.2,2759.0,261.0,967.0,249.1,3796.0,381.0,3214.0,422.0,10.7,1.0,6.5,0.6,27051.0,528.0,14.0,0.8,18.2,0.1,23.0,0.0,13.0,0.7,9.2,0.8,16.0,0.1,2.2,0.4,5.1,0.6,4.9,0.5,1.9,0.5,7.3,0.7,2.3,0.3,0.2273,0.5,0.3333,0.8636,1.9242,0.3788,0.4091,0.9697,0.197,0.8636,2.4394,0.8333,0.803,0.8939,1.697,0.8333,0.697,0.3182,0.8788,0.4091,0.3485,2.6515,0.5758,8.7121,0.7879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14588.0,1157.0,10.8,0.9,123009.0
