ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
42,PENNSYLVANIA,PA,Clarion,42031,"Clarion County, Pennsylvania",600.8361076,38827,0,20447,106,15824,304,6093,503,1240,182,24293,681,2748,225,7260,48,7309,13,6371,315,1091,154,1529,28,171,109,1186,200,2529,223,157,47,1426,184,1279,218,16.2,1.3,6.6,0.9,24293.0,681.0,10.4,0.9,18.7,0.1,18.8,0.0,16.6,0.8,6.9,1.0,3.9,0.1,0.5,0.3,5.8,1.0,12.4,1.1,1.0,0.3,9.0,1.2,3.3,0.6,0.8939,0.803,0.9242,0.5152,3.1363,0.8939,0.3939,0.197,0.6364,0.303,1.5303,0.2121,0.1515,0.4697,0.6212,0.3182,0.7424,0.8333,0.2879,0.6818,0.5606,3.106,0.8333,8.3938,0.697,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3086,377,8.0,1.0,37934
42,PENNSYLVANIA,PA,Huntingdon,42061,"Huntingdon County, Pennsylvania",874.6513051,45421,0,22633,211,16808,306,5335,541,1243,170,24159,1093,3562,230,9072,142,8390,14,6904,287,1335,191,4181,37,160,91,468,104,2991,213,190,61,1174,191,5438,396,13.3,1.3,6.3,0.9,24159.0,1093.0,10.9,0.7,20.0,0.3,18.5,0.0,16.7,0.7,7.9,1.1,9.2,0.1,0.4,0.2,2.1,0.5,13.2,0.9,1.1,0.4,7.0,1.1,12.0,0.9,0.5758,0.7273,0.9394,0.6364,2.8789,0.8788,0.5909,0.1212,0.6515,0.5909,1.9545,0.4091,0.5758,0.2879,0.8637,0.4848,0.1515,0.8788,0.4394,0.3939,0.9697,2.8333,0.6515,8.5304,0.7121,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2173,275,5.3,0.7,38547
42,PENNSYLVANIA,PA,Clinton,42035,"Clinton County, Pennsylvania",887.9837874,39074,0,19215,152,14744,264,6491,708,1069,185,23780,622,2847,244,7035,78,7968,16,6344,297,966,145,1857,22,208,90,815,165,1907,161,150,40,1434,223,1760,362,17.4,1.9,5.6,1.0,23780.0,622.0,11.3,0.9,18.0,0.2,20.4,0.0,16.5,0.8,6.6,1.0,4.8,0.1,0.6,0.2,4.2,0.9,9.9,0.8,1.0,0.3,9.7,1.5,4.5,0.9,0.9545,0.5606,0.9697,0.6667,3.1515,0.9242,0.2727,0.6212,0.6061,0.2121,1.7121,0.2879,0.2424,0.5303,0.7727,0.4545,0.5,0.6515,0.2879,0.7727,0.697,2.9091,0.7273,8.5454,0.7273,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3033,368,7.9,1.0,34048
42,PENNSYLVANIA,PA,Lebanon,42075,"Lebanon County, Pennsylvania",361.8053332,138674,0,57336,216,53281,457,14073,1033,3768,467,28560,564,12316,760,26068,112,31808,0,18058,845,4724,417,23925,120,2855,415,2669,283,2992,294,1224,254,3400,388,3294,456,10.4,0.8,5.3,0.6,28560.0,564.0,13.0,0.8,18.8,0.1,22.9,0.0,13.2,0.6,8.9,0.8,17.3,0.1,2.2,0.3,4.7,0.5,5.2,0.5,2.3,0.5,6.4,0.7,2.4,0.3,0.2424,0.4697,0.3788,0.8636,1.9545,0.4091,0.4091,0.9697,0.1818,0.8485,2.4091,0.7424,0.7879,0.8788,1.6667,0.8182,0.5758,0.3333,0.9697,0.2727,0.3636,2.5151,0.5152,8.5454,0.7273,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,12919,1114,9.4,0.8,122402
42,PENNSYLVANIA,PA,Potter,42105,"Potter County, Pennsylvania",1081.3221624,16937,0,12998,103,6523,165,2392,240,468,66,24087,1490,1444,136,3860,20,3550,8,3252,198,446,64,572,3,107,78,191,42,1803,111,52,19,469,81,271,106,14.3,1.4,6.6,0.9,24087.0,1490.0,11.9,1.1,22.8,0.1,21.0,0.0,19.5,1.2,6.8,1.0,3.4,0.0,0.7,0.5,1.5,0.3,13.9,0.9,0.8,0.3,7.2,1.2,1.6,0.6,0.7424,0.803,0.9545,0.7424,3.2423,0.9394,0.9545,0.7121,0.9848,0.2727,2.9241,0.9848,0.0758,0.6061,0.6819,0.3788,0.0606,0.9091,0.1212,0.4091,0.2121,1.7121,0.1515,8.5604,0.7576,0,0,1,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,4,1207,151,7.2,0.9,14517
42,PENNSYLVANIA,PA,Lackawanna,42069,"Lackawanna County, Pennsylvania",458.7727053,211454,0,99659,233,86628,752,30748,1773,4923,475,28427,555,13633,805,40774,23,42997,0,32299,1093,7792,566,29954,137,4543,570,4933,371,2563,280,1300,259,8728,587,8074,476,15.1,0.9,4.8,0.5,28427.0,555.0,9.1,0.5,19.3,0.1,20.3,0.0,15.6,0.5,9.0,0.6,14.2,0.1,2.3,0.3,4.9,0.4,2.6,0.3,1.5,0.3,10.1,0.7,3.8,0.2,0.8636,0.303,0.4242,0.2879,1.8787,0.3939,0.4545,0.5758,0.4545,0.8636,2.3484,0.7121,0.697,0.9091,1.6061,0.803,0.6061,0.1061,0.697,0.8333,0.6061,2.8486,0.697,8.6818,0.7727,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,10296,895,5.0,0.4,209461
42,PENNSYLVANIA,PA,Cambria,42021,"Cambria County, Pennsylvania",688.3609573,134550,0,65878,258,56793,529,19582,1102,4048,362,25779,539,8351,456,28785,55,26057,0,24029,721,4530,380,9670,99,277,114,3303,306,2693,238,605,124,5878,432,7168,551,15.4,0.9,6.6,0.6,25779.0,539.0,8.7,0.5,21.4,0.1,19.4,0.0,18.3,0.5,8.0,0.7,7.2,0.1,0.2,0.1,5.0,0.5,4.1,0.4,1.1,0.2,10.3,0.8,5.3,0.4,0.8788,0.803,0.7576,0.2273,2.6667,0.8333,0.8485,0.2727,0.8485,0.6061,2.5758,0.8788,0.4545,0.0606,0.5151,0.2576,0.6212,0.2424,0.4394,0.8788,0.7576,2.9394,0.7576,8.697,0.7879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6094,541,4.6,0.4,131742
42,PENNSYLVANIA,PA,Crawford,42039,"Crawford County, Pennsylvania",1012.3014646,86164,0,44861,130,35012,472,11577,753,2392,273,25731,575,6397,345,16718,71,18207,40,14710,638,2966,288,4411,38,257,99,1193,207,6201,286,409,76,3434,274,3428,275,14.1,0.9,5.9,0.7,25731.0,575.0,10.7,0.6,19.4,0.1,21.1,0.0,17.4,0.8,8.5,0.8,5.1,0.0,0.3,0.1,2.7,0.5,13.8,0.6,1.2,0.2,9.8,0.8,4.0,0.3,0.6515,0.6061,0.7727,0.5909,2.6212,0.8182,0.4697,0.7273,0.7576,0.697,2.6516,0.9242,0.2727,0.1515,0.4242,0.197,0.2121,0.8939,0.5303,0.7879,0.6515,3.0757,0.803,8.7727,0.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7987,553,9.4,0.7,77814
42,PENNSYLVANIA,PA,Indiana,42063,"Indiana County, Pennsylvania",827.4706816,85755,0,38960,267,33892,509,13430,836,2934,300,25276,822,5754,355,15612,73,15576,40,12882,584,1874,231,5192,62,797,202,2853,377,4343,336,530,169,3014,288,5871,600,16.8,1.0,7.3,0.7,25276.0,822.0,10.3,0.6,18.2,0.1,18.2,0.0,15.3,0.7,5.5,0.7,6.1,0.1,1.0,0.2,7.3,1.0,11.1,0.9,1.6,0.5,8.9,0.8,6.8,0.7,0.9242,0.9242,0.8485,0.4545,3.1514,0.9091,0.3182,0.1061,0.3788,0.0303,0.8334,0.0303,0.3485,0.6667,1.0152,0.5606,0.8333,0.7121,0.7727,0.6515,0.8333,3.8029,0.9848,8.8029,0.8182,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7342,669,8.7,0.8,81577
42,PENNSYLVANIA,PA,McKean,42083,"McKean County, Pennsylvania",979.1809111,41806,0,21282,199,17169,340,6480,681,1339,233,25517,910,2636,264,7740,46,8373,62,7301,511,1663,224,2723,46,112,99,785,150,1858,186,146,72,1610,183,3002,428,16.8,1.7,6.8,1.1,25517.0,910.0,8.9,0.9,18.5,0.1,20.0,0.1,18.4,1.3,9.7,1.3,6.5,0.1,0.3,0.2,3.7,0.7,8.7,0.9,0.9,0.4,9.4,1.0,7.2,1.0,0.9242,0.8636,0.803,0.2576,2.8484,0.8636,0.3636,0.4848,0.8636,0.9091,2.6211,0.8939,0.3788,0.1515,0.5303,0.2879,0.4697,0.5909,0.1515,0.7424,0.8939,2.8484,0.6667,8.8482,0.8333,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1910,261,4.8,0.7,39922
42,PENNSYLVANIA,PA,Northumberland,42097,"Northumberland County, Pennsylvania",458.0016206,92325,0,45427,213,39132,578,12283,1058,1952,248,25506,576,8667,504,18885,77,18238,56,14763,711,3337,383,6627,43,350,142,2056,284,2166,234,568,166,4136,351,4240,457,13.9,1.2,4.5,0.6,25506.0,576.0,12.9,0.7,20.5,0.1,19.8,0.1,16.7,0.8,8.5,1.0,7.2,0.0,0.4,0.2,4.5,0.6,4.8,0.5,1.5,0.4,10.6,0.8,4.6,0.5,0.6212,0.2424,0.8182,0.8485,2.5303,0.7273,0.6818,0.3939,0.6515,0.697,2.4242,0.7879,0.4545,0.2879,0.7424,0.4242,0.5606,0.303,0.697,0.9091,0.7121,3.1818,0.8636,8.8787,0.8485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5243,555,5.9,0.6,77703
42,PENNSYLVANIA,PA,Mifflin,42087,"Mifflin County, Pennsylvania",411.0450649,46362,0,21815,88,19094,342,6574,812,787,157,24407,937,4801,407,9633,52,10449,25,7435,468,1599,264,1854,13,231,102,586,150,1944,270,315,104,2055,228,676,190,14.4,1.8,3.6,0.7,24407.0,937.0,14.8,1.2,20.8,0.1,22.5,0.1,16.2,1.0,8.4,1.4,4.0,0.0,0.5,0.2,2.7,0.7,8.9,1.2,1.6,0.5,10.8,1.2,1.5,0.4,0.7879,0.0303,0.9091,0.9394,2.6667,0.8333,0.7424,0.8788,0.5455,0.6818,2.8485,0.9697,0.1667,0.4697,0.6364,0.3485,0.2121,0.6212,0.7727,0.9394,0.1818,2.7272,0.6212,8.8788,0.8636,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5721,687,12.5,1.5,41027
42,PENNSYLVANIA,PA,Mercer,42085,"Mercer County, Pennsylvania",672.581923,112630,0,52200,252,46028,510,14935,1069,2760,296,26561,751,8046,539,23322,63,22321,0,18540,816,3763,325,11050,114,470,117,2674,324,4028,307,759,180,4438,376,7321,574,14.2,1.0,5.3,0.6,26561.0,751.0,10.2,0.7,20.7,0.1,19.8,0.0,17.1,0.7,8.2,0.7,9.8,0.1,0.4,0.1,5.1,0.6,7.7,0.6,1.6,0.4,9.6,0.8,6.5,0.5,0.6818,0.4697,0.5909,0.3788,2.1212,0.5,0.7273,0.3939,0.7121,0.6364,2.4697,0.8182,0.6212,0.2879,0.9091,0.5152,0.6515,0.5303,0.7727,0.7576,0.8182,3.5303,0.9697,9.0303,0.8788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6936,634,6.4,0.6,112284
42,PENNSYLVANIA,PA,Lehigh,42077,"Lehigh County, Pennsylvania",345.2029317,362613,0,145589,244,138008,694,44179,2703,12288,851,32252,479,28213,1067,58706,48,82508,0,49493,1466,14672,715,124958,181,13486,1063,14624,681,3026,302,2759,412,12264,636,9132,526,12.5,0.8,6.5,0.5,32252.0,479.0,11.4,0.4,16.2,0.1,22.8,0.0,13.8,0.4,10.6,0.5,34.5,0.0,4.0,0.3,10.0,0.5,2.1,0.2,2.0,0.3,8.9,0.5,2.5,0.1,0.4697,0.7879,0.197,0.6818,2.1364,0.5303,0.0758,0.9545,0.2879,0.9697,2.2879,0.6667,0.9697,0.9697,1.9394,0.9848,0.8939,0.0758,0.9242,0.6515,0.3788,2.9242,0.7424,9.2879,0.8939,0,0,0,0,0,0,1,0,1,2,1,1,2,0,0,1,0,0,1,5,25134,1627,7.0,0.5,361655
42,PENNSYLVANIA,PA,Berks,42011,"Berks County, Pennsylvania",856.3695893,416642,0,166768,373,154467,791,51733,2042,14482,903,30187,384,38105,1255,69086,59,94216,0,55721,1443,15234,751,114780,233,17140,1041,10510,618,4861,320,2251,329,12813,710,13483,822,12.8,0.5,6.7,0.4,30187.0,384.0,13.5,0.4,16.6,0.1,22.6,0.0,13.5,0.4,9.9,0.5,27.5,0.1,4.4,0.3,6.3,0.4,2.9,0.2,1.5,0.2,8.3,0.5,3.2,0.2,0.5606,0.8485,0.2576,0.8939,2.5606,0.7576,0.1061,0.9091,0.2273,0.9545,2.197,0.5606,0.9091,0.9848,1.8939,0.9697,0.7576,0.1515,0.697,0.5909,0.5455,2.7425,0.6364,9.394,0.9091,0,0,0,0,0,0,1,0,1,2,1,1,2,0,0,0,0,0,0,4,27705,1391,6.7,0.3,384856
42,PENNSYLVANIA,PA,Forest,42053,"Forest County, Pennsylvania",427.2697122,7351,0,8421,316,1631,312,467,112,58,29,15360,1798,1062,136,1626,35,748,47,927,144,26,49,2833,209,96,65,78,26,1615,114,15,11,89,40,4098,262,14.5,3.0,6.3,3.5,15360.0,1798.0,17.6,2.3,22.1,0.5,10.2,0.6,28.5,4.1,1.6,3.0,38.5,2.8,1.3,0.9,0.9,0.3,19.2,1.2,0.9,0.7,5.5,1.8,55.7,3.6,0.803,0.7273,1.0,1.0,3.5303,0.9697,0.9242,0.0,1.0,0.0,1.9242,0.3788,0.9848,0.697,1.6818,0.8333,0.0,1.0,0.1515,0.1212,1.0,2.2727,0.4697,9.409,0.9242,0,0,1,1,2,1,0,1,0,2,1,0,1,0,1,0,0,1,2,7,112,39,3.4,1.1,6935
42,PENNSYLVANIA,PA,Luzerne,42079,"Luzerne County, Pennsylvania",890.3449378,317884,0,149897,315,128054,1053,45514,1984,10037,692,27919,401,24176,1051,61573,30,62491,0,48492,1365,12505,665,55101,68,7276,672,8305,520,4613,368,1567,289,13420,739,12180,661,14.9,0.7,6.3,0.4,27919.0,401.0,10.7,0.5,19.4,0.1,19.7,0.0,15.6,0.4,9.8,0.5,17.3,0.0,2.4,0.2,5.5,0.3,3.1,0.2,1.2,0.2,10.5,0.6,3.8,0.2,0.8333,0.7273,0.4394,0.5909,2.5909,0.803,0.4697,0.3636,0.4545,0.9242,2.212,0.5758,0.7879,0.9394,1.7273,0.8636,0.697,0.1667,0.5303,0.8939,0.6061,2.894,0.7121,9.4242,0.9394,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,17049,1050,5.5,0.3,307634
42,PENNSYLVANIA,PA,Erie,42049,"Erie County, Pennsylvania",799.0837842,275972,0,121124,403,110050,936,42812,1868,7952,672,27349,432,16404,710,46335,44,59836,0,41391,1270,11769,627,42860,283,3619,449,8900,538,6578,457,1476,257,12380,658,12943,904,16.3,0.7,5.9,0.5,27349.0,432.0,8.7,0.4,16.8,0.1,21.7,0.0,15.3,0.5,10.7,0.6,15.5,0.1,1.4,0.2,7.3,0.4,5.4,0.4,1.3,0.2,11.2,0.6,4.7,0.3,0.9091,0.6061,0.4848,0.2273,2.2273,0.5909,0.1364,0.7727,0.3788,0.9848,2.2727,0.6515,0.7273,0.7424,1.4697,0.7273,0.8333,0.3636,0.5909,0.9545,0.7273,3.4696,0.9394,9.4393,0.9545,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3,14798,1136,5.5,0.4,278161
42,PENNSYLVANIA,PA,Fayette,42051,"Fayette County, Pennsylvania",790.3383175,132289,0,63669,214,54511,617,22683,1396,4340,405,25876,768,11063,544,26611,91,25561,5,24860,828,4708,461,10709,44,338,164,2020,220,6515,445,991,220,4378,436,4888,483,17.7,1.1,7.3,0.7,25876.0,768.0,11.4,0.6,20.1,0.1,19.3,0.0,19.3,0.6,8.6,0.8,8.1,0.0,0.3,0.1,3.2,0.3,10.2,0.7,1.8,0.4,8.0,0.8,3.7,0.4,0.9697,0.9242,0.7121,0.6818,3.2878,0.9545,0.6061,0.2424,0.9545,0.7727,2.5757,0.8636,0.5303,0.1515,0.6818,0.3636,0.3636,0.6667,0.8939,0.5606,0.5758,3.0606,0.7879,9.6059,0.9697,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,6841,673,5.3,0.5,115635
42,PENNSYLVANIA,PA,Clearfield,42033,"Clearfield County, Pennsylvania",1144.6822037,80216,0,39136,151,31349,412,11052,923,2578,287,23743,752,7748,455,15777,122,14817,18,14457,539,2259,284,5524,25,629,196,1267,185,5052,394,334,92,2405,269,5615,322,14.9,1.2,7.1,0.8,23743.0,752.0,13.1,0.8,19.7,0.2,18.5,0.0,19.3,0.7,7.2,0.9,6.9,0.0,0.8,0.3,3.2,0.5,12.9,1.0,1.1,0.3,7.7,0.8,7.0,0.4,0.8333,0.9091,0.9848,0.8788,3.606,1.0,0.5303,0.1212,0.9545,0.3939,1.9999,0.4545,0.4242,0.6212,1.0454,0.6061,0.3636,0.8485,0.4394,0.5,0.8788,3.0303,0.7727,9.6816,0.9848,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,4264,509,5.7,0.7,74005
42,PENNSYLVANIA,PA,Philadelphia,42101,"Philadelphia County, Pennsylvania",134.2327503,1575522,0,682893,874,594778,1945,380873,7379,78170,2254,26557,247,170894,3430,207563,31,346267,0,254766,4422,74094,1902,1029738,748,87237,2953,99391,1492,1537,283,15596,942,180449,2765,48957,2185,24.9,0.5,10.2,0.3,26557.0,247.0,16.1,0.3,13.2,0.1,22.0,0.0,16.3,0.3,12.5,0.3,65.4,0.0,5.9,0.2,14.6,0.2,0.2,0.1,2.6,0.2,30.3,0.5,3.1,0.1,1.0,1.0,0.6061,0.9697,3.5758,0.9848,0.0,0.8182,0.5909,1.0,2.4091,0.7424,1.0,1.0,2.0,1.0,0.9697,0.0,1.0,1.0,0.5303,3.5,0.9545,11.4849,1.0,1,1,0,1,3,0,0,0,1,1,1,1,2,1,0,1,1,0,3,9,142238,4055,9.1,0.3,1262557
